final_key,job_number,issuer_name,service,cusip6,mt_date,ml_date,record_date,mgmt_rec,proposal,proposal_type,director_number,director_name,Category,Subcategory,Mini_Category,Mini_Subcategory,final_Category,final_Subcategory
"2025-04-30||674870||To approve an amendment to our Certificate of Incorporation to increase the number of authorized shares of common stock, par value $.001 per share (the ""Common Stock""), from 200,000,000 to 300,000,000.||-1||-1",S11640,"OCEAN POWER TECHNOLOGIES, INC.",BN,674870,4/30/2025,3/31/2025,3/17/2025,F,"To approve an amendment to our Certificate of Incorporation to increase the number of authorized shares of common stock, par value $.001 per share (the ""Common Stock""), from 200,000,000 to 300,000,000.",MG,-1,-1,,,Shareholder Equity,Authorize Stock Increase,Shareholder Equity,Authorize Stock Increase
"2025-05-02||684023||To approve an amendment to the Company's 2021 Equity Incentive Plan to increase the number of common shares available for issuance under the Plan to 3,166,667 shares of Common Stock.||-1||-1",P28298,"ORAGENICS, INC.",BN,684023,5/2/2025,4/7/2025,3/21/2025,F,"To approve an amendment to the Company's 2021 Equity Incentive Plan to increase the number of common shares available for issuance under the Plan to 3,166,667 shares of Common Stock.",MG,-1,-1,Compensation,Employee Stock Purchase Program,Compensation,Omnibus Stock Plan,Shareholder Equity,Authorize Stock Increase
2025-05-02||684023||Advisory vote on executive compensation.||-1||-1,P28298,"ORAGENICS, INC.",BN,684023,5/2/2025,4/7/2025,3/21/2025,F,Advisory vote on executive compensation.,MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2025-05-02||684023||Approval of an amendment to the Company's Articles of Incorporation, as amended, to increase the Company's authorized shares of common stock to 350,000,000 in the event a Reverse Stock Split of our common stock is effectuated prior to approval of the Reverse Stock Split Proposal.||-1||-1",P28298,"ORAGENICS, INC.",BN,684023,5/2/2025,4/7/2025,3/21/2025,F,"Approval of an amendment to the Company's Articles of Incorporation, as amended, to increase the Company's authorized shares of common stock to 350,000,000 in the event a Reverse Stock Split of our common stock is effectuated prior to approval of the Reverse Stock Split Proposal.",MG,-1,-1,Corporate Structure,Supermajority Voting,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Stock Splits/Reverse Stock Splits
"2025-05-02||684023||Approval of a proposal to authorize the Company's Board of Directors, in its discretion at any time within one year after shareholder approval is obtained, to effect a Reverse Stock Split of then-outstanding shares of the Company's Common Stock, at a ratio of not less than one-for-five (1:5) and not greater than one-for-fifty (1:50), with the exact ratio to be determined by the Company's Board.||-1||-1",P28298,"ORAGENICS, INC.",BN,684023,5/2/2025,4/7/2025,3/21/2025,F,"Approval of a proposal to authorize the Company's Board of Directors, in its discretion at any time within one year after shareholder approval is obtained, to effect a Reverse Stock Split of then-outstanding shares of the Company's Common Stock, at a ratio of not less than one-for-five (1:5) and not greater than one-for-fifty (1:50), with the exact ratio to be determined by the Company's Board.",MG,-1,-1,Corporate Actions,Spin Off,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Stock Splits/Reverse Stock Splits
2025-04-29||693718||Advisory resolution to approve executive compensation||-1||-1,P26810,PACCAR INC,BN,693718,4/29/2025,3/20/2025,3/4/2025,F,Advisory resolution to approve executive compensation,MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
2025-04-22||700885||Election of Director of the Company to a term of three years: Fred G. Choate||-1||-1,P27759,"PARKE BANCORP, INC.",BN,700885,4/22/2025,3/25/2025,3/12/2025,F,Election of Director of the Company to a term of three years: Fred G. Choate,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-02-04||70806A||Election of Director: Adam Bernstein||-1||-1,P21648,PENNANTPARK FLOATING RATE CAPITAL LTD.,BN,70806A,2/4/2025,12/19/2024,12/4/2024,F,Election of Director: Adam Bernstein,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2025-04-22||708430||A proposal to approve, on an advisory basis, specified compensation that may be payable to the named executive officers of Penns Woods in connection with the merger.||-1||-1",S09977,"PENNS WOODS BANCORP, INC.",BN,708430,4/22/2025,2/26/2025,2/19/2025,F,"A proposal to approve, on an advisory basis, specified compensation that may be payable to the named executive officers of Penns Woods in connection with the merger.",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Golden Parachutes,Compensation,Executive Pay Evaluation (Say on Pay)
"2025-04-10||71678J||To approve an amendment to our Amended and Restated Certificate of Incorporation to effect, at the discretion of the Board but prior to the one-year anniversary of the date on which the reverse stock split is approved by the Company's stockholders at the Special Meeting, a reverse stock split of all of the outstanding shares of our Common Stock, at a ratio in the range of 1-for-250 to 1-for-500, with such ratio to be determined by the Board in its discretion and included in a public announcement.||-1||-1",S10163,"PETROS PHARMACEUTICALS, INC.",BN,71678J,4/10/2025,3/25/2025,2/19/2025,F,"To approve an amendment to our Amended and Restated Certificate of Incorporation to effect, at the discretion of the Board but prior to the one-year anniversary of the date on which the reverse stock split is approved by the Company's stockholders at the Special Meeting, a reverse stock split of all of the outstanding shares of our Common Stock, at a ratio in the range of 1-for-250 to 1-for-500, with such ratio to be determined by the Board in its discretion and included in a public announcement.",MG,-1,-1,Corporate Structure,Supermajority Voting,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Stock Splits/Reverse Stock Splits
"2025-04-10||71678J||To approve a proposal to adjourn the Special Meeting to a later date or dates, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of any one or more of the foregoing proposals.||-1||-1",S10163,"PETROS PHARMACEUTICALS, INC.",BN,71678J,4/10/2025,3/25/2025,2/19/2025,F,"To approve a proposal to adjourn the Special Meeting to a later date or dates, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of any one or more of the foregoing proposals.",MG,-1,-1,Shareholder Rights,Omnibus Stock Plan,Shareholder Rights,Meeting Management,Shareholder Rights,Meeting Management
2025-04-24||717081||2025 advisory approval of executive compensation||-1||-1,P26510,PFIZER INC.,BN,717081,4/24/2025,3/17/2025,2/26/2025,F,2025 advisory approval of executive compensation,MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2025-03-26||73017P||To approve the adjournment of the Special Shareholders Meeting, if necessary, to solicit additional votes if there are insufficient votes at the time of the Special Meeting to approve one or more of the proposals.||-1||-1",Z89434,PMGC HOLDINGS INC.,BN,73017P,3/26/2025,3/10/2025,2/5/2025,F,"To approve the adjournment of the Special Shareholders Meeting, if necessary, to solicit additional votes if there are insufficient votes at the time of the Special Meeting to approve one or more of the proposals.",MG,-1,-1,Shareholder Rights,Omnibus Stock Plan,Shareholder Rights,Meeting Management,Shareholder Rights,Meeting Management
"2025-03-26||73017P||To approve the issuance of 3,036,437 shares of non-trading, non-convertible Series B Preferred Stock to GB Capital Ltd, a British Columbia, Canada corporation, wholly owned by our Chief Executive Officer, Chief Financial Officer, and Director, Graydon Bensler, as a signing bonus pursuant to that certain Second Amended and Restated Consulting Agreement for Non-Employee Chief Executive Officer between the Company and GB Capital, as amended.||-1||-1",Z89434,PMGC HOLDINGS INC.,BN,73017P,3/26/2025,3/10/2025,2/5/2025,F,"To approve the issuance of 3,036,437 shares of non-trading, non-convertible Series B Preferred Stock to GB Capital Ltd, a British Columbia, Canada corporation, wholly owned by our Chief Executive Officer, Chief Financial Officer, and Director, Graydon Bensler, as a signing bonus pursuant to that certain Second Amended and Restated Consulting Agreement for Non-Employee Chief Executive Officer between the Company and GB Capital, as amended.",MG,-1,-1,Compensation,Animal Rights,Compensation,Cash/Stock Bonus Plan,Compensation,Cash/Stock Bonus Plan
"2025-03-26||73017P||To approve the issuance of 138,484 shares of Common Stock, in the aggregate, upon the exercise of warrants issued to certain investors pursuant to that certain Warrant Inducement Agreement entered into between the Company and certain investors on January 27, 2025, and approval of the adjustment terms as set forth in the warrants.||-1||-1",Z89434,PMGC HOLDINGS INC.,BN,73017P,3/26/2025,3/10/2025,2/5/2025,F,"To approve the issuance of 138,484 shares of Common Stock, in the aggregate, upon the exercise of warrants issued to certain investors pursuant to that certain Warrant Inducement Agreement entered into between the Company and certain investors on January 27, 2025, and approval of the adjustment terms as set forth in the warrants.",MG,-1,-1,Shareholder Equity,,Shareholder Equity,Warrants/Bonds/Notes,Shareholder Equity,Warrants/Bonds/Notes
"2025-03-26||73017P||To approve an amendment to our Articles of Incorporation to increase the authorized shares of Common Stock from 285,714,286 million to 10 billion.||-1||-1",Z89434,PMGC HOLDINGS INC.,BN,73017P,3/26/2025,3/10/2025,2/5/2025,F,"To approve an amendment to our Articles of Incorporation to increase the authorized shares of Common Stock from 285,714,286 million to 10 billion.",MG,-1,-1,Corporate Structure,Supermajority Voting,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Authorize Stock Increase
"2025-03-26||73017P||To approve an amendment to our Bylaws to provide for a staggered Board comprised of two classes of directors, designated Class I and Class II, with Class I Directors serving for three (3) year terms and Class II Directors serving for one (1) year terms.||-1||-1",Z89434,PMGC HOLDINGS INC.,BN,73017P,3/26/2025,3/10/2025,2/5/2025,F,"To approve an amendment to our Bylaws to provide for a staggered Board comprised of two classes of directors, designated Class I and Class II, with Class I Directors serving for three (3) year terms and Class II Directors serving for one (1) year terms.",MG,-1,-1,Board of Directors,Executive Pay Evaluation (Say on Pay),Board of Directors,Board Classification,Board of Directors,Board Classification
2025-01-30||737446||Advisory approval of the Company's executive compensation.||-1||-1,P21230,"POST HOLDINGS, INC.",BN,737446,1/30/2025,12/10/2024,11/25/2024,F,Advisory approval of the Company's executive compensation.,MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
2024-12-30||74039M||Vote on a non-binding advisory resolution to approve compensation of the Company's executive officers.||-1||-1,P21329,PREDICTIVE ONCOLOGY INC.,BN,74039M,12/30/2024,12/5/2024,11/27/2024,F,Vote on a non-binding advisory resolution to approve compensation of the Company's executive officers.,MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
2024-12-30||74039M||Vote on a proposal to approve the 2024 Equity Incentive Plan.||-1||-1,P21329,PREDICTIVE ONCOLOGY INC.,BN,74039M,12/30/2024,12/5/2024,11/27/2024,F,Vote on a proposal to approve the 2024 Equity Incentive Plan.,MG,-1,-1,Shareholder Rights,Audit Related,Compensation,Omnibus Stock Plan,Compensation,Omnibus Stock Plan
"2025-01-14||75903M||Election of Director to serve until the Company's 2025 Annual Meeting of Shareholders and until their successors are elected and qualified, or until their earlier death, resignation or removal: David A. Tenwick||-1||-1",P22079,"REGIONAL HEALTH PROPERTIES, INC.",BN,75903M,1/14/2025,12/23/2024,12/2/2024,F,"Election of Director to serve until the Company's 2025 Annual Meeting of Shareholders and until their successors are elected and qualified, or until their earlier death, resignation or removal: David A. Tenwick",MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2025-01-14||75903M||Election of Director to serve until the Company's 2025 Annual Meeting of Shareholders and until their successors are elected and qualified, or until their earlier death, resignation or removal: Kenneth W. Taylor||-1||-1",P22079,"REGIONAL HEALTH PROPERTIES, INC.",BN,75903M,1/14/2025,12/23/2024,12/2/2024,F,"Election of Director to serve until the Company's 2025 Annual Meeting of Shareholders and until their successors are elected and qualified, or until their earlier death, resignation or removal: Kenneth W. Taylor",MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-16||7591EP||Election of Director: Joia M. Johnson||-1||-1,P24485,REGIONS FINANCIAL CORPORATION,SH,7591EP,4/16/2025,3/13/2025,2/18/2025,F,Election of Director: Joia M. Johnson,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-16||7591EP||Election of Director: Alison S. Rand||-1||-1,P22499,REGIONS FINANCIAL CORPORATION,BN,7591EP,4/16/2025,3/13/2025,2/18/2025,F,Election of Director: Alison S. Rand,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-16||7591EP||Election of Director: James T. Prokopanko||-1||-1,P22499,REGIONS FINANCIAL CORPORATION,BN,7591EP,4/16/2025,3/13/2025,2/18/2025,F,Election of Director: James T. Prokopanko,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-16||7591EP||Advisory Vote to Approve Regions' Executive Compensation.||-1||-1,P22499,REGIONS FINANCIAL CORPORATION,BN,7591EP,4/16/2025,3/13/2025,2/18/2025,F,Advisory Vote to Approve Regions' Executive Compensation.,MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2025-04-16||7591EP||Election of Director: John M. Turner, Jr.||-1||-1",P22499,REGIONS FINANCIAL CORPORATION,BN,7591EP,4/16/2025,3/13/2025,2/18/2025,F,"Election of Director: John M. Turner, Jr.",MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-16||7591EP||Election of Director: J. Thomas Hill||-1||-1,P22499,REGIONS FINANCIAL CORPORATION,BN,7591EP,4/16/2025,3/13/2025,2/18/2025,F,Election of Director: J. Thomas Hill,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-01||76090R||Approve the share issuance proposal for the equity line of credit under the Nasdaq rules.||-1||-1,Z89694,"RESHAPE LIFESCIENCES, INC",BN,76090R,4/1/2025,3/21/2025,3/3/2025,F,Approve the share issuance proposal for the equity line of credit under the Nasdaq rules.,MG,-1,-1,Corporate Actions,Spin Off,Shareholder Equity,Stock Issuance,Shareholder Equity,Stock Issuance
2025-02-27||749527||Approval of an amendment to our Amended and Restated Certificate of Incorporation to add a federal forum selection provision.||-1||-1,P22301,"REV GROUP, INC.",BN,749527,2/27/2025,1/22/2025,1/3/2025,F,Approval of an amendment to our Amended and Restated Certificate of Incorporation to add a federal forum selection provision.,MG,-1,-1,Corporate Governance,Investment Advisory Agreement,Corporate Structure,Miscellaneous Corporate Actions,Corporate Structure,Miscellaneous Corporate Actions
"2025-01-17||76135L||Approval of the adjournment of the Special Meeting of the Stockholders (the ""Special Meeting"") to the extent there are insufficient proxies at the Special Meeting to approve the Reverse Stock Split.||-1||-1",S03195,"REVELATION BIOSCIENCES, INC.",BN,76135L,1/17/2025,12/19/2024,12/3/2024,F,"Approval of the adjournment of the Special Meeting of the Stockholders (the ""Special Meeting"") to the extent there are insufficient proxies at the Special Meeting to approve the Reverse Stock Split.",MG,-1,-1,Shareholder Rights,Omnibus Stock Plan,Shareholder Rights,Meeting Management,Shareholder Rights,Meeting Management
2025-01-17||76135L||Approve the change of domicile of the Company from the State of Delaware to the State of Nevada.||-1||-1,S03195,"REVELATION BIOSCIENCES, INC.",BN,76135L,1/17/2025,12/19/2024,12/3/2024,F,Approve the change of domicile of the Company from the State of Delaware to the State of Nevada.,MG,-1,-1,Corporate Structure,Supermajority Voting,Corporate Structure,Miscellaneous Corporate Actions,Corporate Structure,Miscellaneous Corporate Actions
"2025-05-02||786598||Election of Director for the ensuing year and until their successors are elected and qualified: Clarke R. Brown, Jr.||-1||-1",P25381,"SAGA COMMUNICATIONS, INC.",BN,786598,5/2/2025,4/14/2025,3/14/2025,F,"Election of Director for the ensuing year and until their successors are elected and qualified: Clarke R. Brown, Jr.",MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-05-02||786598||Election of Director for the ensuing year and until their successors are elected and qualified: Roy F. Coppedge III||-1||-1,P25381,"SAGA COMMUNICATIONS, INC.",BN,786598,5/2/2025,4/14/2025,3/14/2025,F,Election of Director for the ensuing year and until their successors are elected and qualified: Roy F. Coppedge III,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2025-05-02||786598||To approve, by a non-binding advisory vote, a resolution approving the compensation of our named executive officers as described in the proxy statement.||-1||-1",P25381,"SAGA COMMUNICATIONS, INC.",BN,786598,5/2/2025,4/14/2025,3/14/2025,F,"To approve, by a non-binding advisory vote, a resolution approving the compensation of our named executive officers as described in the proxy statement.",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
2025-05-02||786598||Election of Director for the ensuing year and until their successors are elected and qualified: Warren S. Lada||-1||-1,P25381,"SAGA COMMUNICATIONS, INC.",BN,786598,5/2/2025,4/14/2025,3/14/2025,F,Election of Director for the ensuing year and until their successors are elected and qualified: Warren S. Lada,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-03-10||801056||Election of Director: David V. Hedley III||-1||-1,P24568,SANMINA CORPORATION,BN,801056,3/10/2025,1/28/2025,1/17/2025,F,Election of Director: David V. Hedley III,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2025-03-10||801056||To approve the reservation of an additional 1,000,000 shares of common stock for issuance under the 2019 Equity Incentive Plan of Sanmina Corporation.||-1||-1",P24568,SANMINA CORPORATION,BN,801056,3/10/2025,1/28/2025,1/17/2025,F,"To approve the reservation of an additional 1,000,000 shares of common stock for issuance under the 2019 Equity Incentive Plan of Sanmina Corporation.",MG,-1,-1,Compensation,Health,Compensation,Omnibus Stock Plan,Shareholder Equity,Stock Issuance
"2025-03-10||801056||To consider and vote upon the stockholder proposal entitled ""Proposal 5 - Special Shareholder Meeting Improvement,"" requesting that the Board of Directors take action as necessary to amend the existing right for shareholders to call a special meeting.||-1||-1",P24568,SANMINA CORPORATION,BN,801056,3/10/2025,1/28/2025,1/17/2025,N,"To consider and vote upon the stockholder proposal entitled ""Proposal 5 - Special Shareholder Meeting Improvement,"" requesting that the Board of Directors take action as necessary to amend the existing right for shareholders to call a special meeting.",SH,-1,-1,,,Shareholder Rights,Meeting Management,Shareholder Rights,Meeting Management
"2025-03-10||801056||To approve, on an advisory (non-binding) basis, the compensation of Sanmina Corporation's named executive officers.||-1||-1",P24568,SANMINA CORPORATION,BN,801056,3/10/2025,1/28/2025,1/17/2025,F,"To approve, on an advisory (non-binding) basis, the compensation of Sanmina Corporation's named executive officers.",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2025-01-16||42237K||To approve, for purposes of complying with the NYSE American LLC listing rules, of the issuance of 20% or more of the Company's issued and outstanding Common Stock as of December 5, 2024 pursuant to a securities purchase agreement with the purchasers named therein (the ""Investors""), dated December 5, 2024, including upon the conversion of the senior secured convertible notes issued pursuant to the Purchase Agreement and the exercise of warrants issued or issuable pursuant to the Purchase Agreement (the ""Share Issuance Proposal"").||-1||-1",S02513,"SCORPIUS HOLDINGS, INC.",BN,42237K,1/16/2025,12/24/2024,12/13/2024,F,"To approve, for purposes of complying with the NYSE American LLC listing rules, of the issuance of 20% or more of the Company's issued and outstanding Common Stock as of December 5, 2024 pursuant to a securities purchase agreement with the purchasers named therein (the ""Investors""), dated December 5, 2024, including upon the conversion of the senior secured convertible notes issued pursuant to the Purchase Agreement and the exercise of warrants issued or issuable pursuant to the Purchase Agreement (the ""Share Issuance Proposal"").",MG,-1,-1,,,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Authorize Stock Increase
"2025-01-16||42237K||The Company seeks approval to amend its Third Amended and Restated Certificate of Incorporation, as outlined in Appendix A of the proxy statement. The amendment would authorize the Board of Directors to execute a reverse stock split of Common Stock (par value $0.0002 per share), including treasury shares, at a ratio between 1-for-5 and 1-for-35. The exact ratio will be determined and announced by the Board, which also reserves the right to abandon the proposal if necessary. This is termed the ""Reverse Stock Split Proposal.""||-1||-1",S02513,"SCORPIUS HOLDINGS, INC.",BN,42237K,1/16/2025,12/24/2024,12/13/2024,F,"The Company seeks approval to amend its Third Amended and Restated Certificate of Incorporation, as outlined in Appendix A of the proxy statement. The amendment would authorize the Board of Directors to execute a reverse stock split of Common Stock (par value $0.0002 per share), including treasury shares, at a ratio between 1-for-5 and 1-for-35. The exact ratio will be determined and announced by the Board, which also reserves the right to abandon the proposal if necessary. This is termed the ""Reverse Stock Split Proposal.""",MG,-1,-1,Corporate Actions,Miscellaneous Shareholder Rights,Corporate Structure,Miscellaneous Corporate Actions,Shareholder Equity,Stock Splits/Reverse Stock Splits
"2025-01-16||42237K||To approve an adjournment of the Special Meeting of Stockholders to a later date or dates, if necessary, to permit further solicitation and vote of proxies in the event there are not sufficient votes in favor of the Reverse Stock Split Proposal or the Share Issuance Proposal.||-1||-1",S02513,"SCORPIUS HOLDINGS, INC.",BN,42237K,1/16/2025,12/24/2024,12/13/2024,F,"To approve an adjournment of the Special Meeting of Stockholders to a later date or dates, if necessary, to permit further solicitation and vote of proxies in the event there are not sufficient votes in favor of the Reverse Stock Split Proposal or the Share Issuance Proposal.",MG,-1,-1,Shareholder Rights,Omnibus Stock Plan,Shareholder Rights,Meeting Management,Shareholder Rights,Meeting Management
"2025-04-10||81750R||Approval, on an advisory (non-binding) basis, of the compensation of our named executive officers.||-1||-1",P23105,"SERES THERAPEUTICS, INC.",BN,81750R,4/10/2025,3/21/2025,2/13/2025,F,"Approval, on an advisory (non-binding) basis, of the compensation of our named executive officers.",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2025-05-01||82489W||Approval, by an advisory vote, of the compensation of the Company's Named Executive Officers (i.e., ""say-on-pay"" proposal).||-1||-1",P23069,"SHOALS TECHNOLOGIES GROUP, INC.",BN,82489W,5/1/2025,3/27/2025,3/10/2025,F,"Approval, by an advisory vote, of the compensation of the Company's Named Executive Officers (i.e., ""say-on-pay"" proposal).",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2024-12-19||829392||Approve adoption, on an advisory basis, of a non-binding resolution approving the compensation of the Company's named executive officers, as described in the Proxy Statement under ""Executive Compensation.""||-1||-1",P20420,SINTX TECHNOLOGIES INC,BN,829392,12/19/2024,11/21/2024,11/6/2024,F,"Approve adoption, on an advisory basis, of a non-binding resolution approving the compensation of the Company's named executive officers, as described in the Proxy Statement under ""Executive Compensation.""",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2024-12-19||829392||To approve an amendment to our 2020 Equity Incentive Plan to increase the authorized number of shares of common stock of the Company issuable under all awards granted under the plan by 333,650 shares.||-1||-1",P20420,SINTX TECHNOLOGIES INC,BN,829392,12/19/2024,11/21/2024,11/6/2024,F,"To approve an amendment to our 2020 Equity Incentive Plan to increase the authorized number of shares of common stock of the Company issuable under all awards granted under the plan by 333,650 shares.",MG,-1,-1,Shareholder Equity,Acquisition Agreement,Compensation,Omnibus Stock Plan,Shareholder Equity,Authorize Stock Increase
2025-03-11||83570H||Advisory approval of the named executive officer compensation (the say-on-pay vote).||-1||-1,P22542,"SONOS, INC.",BN,83570H,3/11/2025,1/31/2025,1/13/2025,F,Advisory approval of the named executive officer compensation (the say-on-pay vote).,MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2025-04-10||871607||To approve, on an advisory basis, the compensation of our named executive officers, as disclosed in the attached Proxy Statement.||-1||-1",P22733,"SYNOPSYS, INC.",BN,871607,4/10/2025,2/27/2025,2/10/2025,F,"To approve, on an advisory basis, the compensation of our named executive officers, as disclosed in the attached Proxy Statement.",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
2025-04-10||871607||Election of Director to hold office until the next annual meeting of stockholders or until their successors have been elected: Jeannine P. Sargent||-1||-1,P22733,"SYNOPSYS, INC.",BN,871607,4/10/2025,2/27/2025,2/10/2025,F,Election of Director to hold office until the next annual meeting of stockholders or until their successors have been elected: Jeannine P. Sargent,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-10||871607||Election of Director to hold office until the next annual meeting of stockholders or until their successors have been elected: Janice D. Chaffin||-1||-1,P22733,"SYNOPSYS, INC.",BN,871607,4/10/2025,2/27/2025,2/10/2025,F,Election of Director to hold office until the next annual meeting of stockholders or until their successors have been elected: Janice D. Chaffin,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
2025-04-10||871607||Election of Director to hold office until the next annual meeting of stockholders or until their successors have been elected: Bruce R. Chizen||-1||-1,P22733,"SYNOPSYS, INC.",BN,871607,4/10/2025,2/27/2025,2/10/2025,F,Election of Director to hold office until the next annual meeting of stockholders or until their successors have been elected: Bruce R. Chizen,MG,-1,-1,Board of Directors,Elections,Board of Directors,Elections,Board of Directors,Elections
"2024-12-03||87978U||To approve a series of alternate amendments to the Company's Restated Certificate of Incorporation to effect, at the option of the Company's Board of Directors, a reverse stock split of the Company's common stock at a ratio in the range of 1-for-2 to 1-for-15, inclusive, as determined by the Company's Board of Directors in its sole discretion.||-1||-1",Z88881,"TEMPEST THERAPEUTICS, INC.",BN,87978U,12/3/2024,11/14/2024,11/5/2024,F,"To approve a series of alternate amendments to the Company's Restated Certificate of Incorporation to effect, at the option of the Company's Board of Directors, a reverse stock split of the Company's common stock at a ratio in the range of 1-for-2 to 1-for-15, inclusive, as determined by the Company's Board of Directors in its sole discretion.",MG,-1,-1,Corporate Structure,Supermajority Voting,Shareholder Equity,Stock Splits/Reverse Stock Splits,Shareholder Equity,Stock Splits/Reverse Stock Splits
"2025-04-15||88224Q||To approve, on an advisory basis, the 2024 compensation of the Company's named executive officers as described in the Proxy Statement;||-1||-1",P24569,"TEXAS CAPITAL BANCSHARES, INC.",BN,88224Q,4/15/2025,3/10/2025,2/19/2025,F,"To approve, on an advisory basis, the 2024 compensation of the Company's named executive officers as described in the Proxy Statement;",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
"2025-01-27||810186||Approval, on an advisory basis, of the compensation of the Company's named executive officers.||-1||-1",P20355,THE SCOTTS MIRACLE-GRO COMPANY,BN,810186,1/27/2025,12/24/2024,12/2/2024,F,"Approval, on an advisory basis, of the compensation of the Company's named executive officers.",MG,-1,-1,Compensation,Articles/ByLaws,Compensation,Executive Pay Evaluation (Say on Pay),Compensation,Executive Pay Evaluation (Say on Pay)
