left_issuer,left_proposal,left_identifier,right_issuer,right_proposal,right_identifier,confidence,reason,match_type
HCW BIOLOGICS INC.,"To approve an amendment to the Company's Certificate of Incorporation on or before the one-year anniversary of the Special Meeting to implement reverse stock splits of the outstanding shares of our Common Stock in a range from one-for- twenty (1:20) up to one-for-fifty (1:50), all as determined in the sole discretion of the Company's Board of Directors.","2025-03-31||40423R||To approve an amendment to the Company's Certificate of Incorporation on or before the one-year anniversary of the Special Meeting to implement reverse stock splits of the outstanding shares of our Common Stock in a range from one-for- twenty (1:20) up to one-for-fifty (1:50), all as determined in the sole discretion of the Company's Board of Directors.||-1||-1",HCW Biologics Inc.,,,0,unmatched_left,unmatched
HCW BIOLOGICS INC.,"To approve, for purposes of complying with Nasdaq Listing Rule 5635(d), the full issuance of shares of our Common Stock, or such lesser number of shares as the Board of Directors determines, pursuant to the Company's Equity Line of Credit (as defined in the Proxy Statement (the ""ELOC Proposal"")).","2025-03-31||40423R||To approve, for purposes of complying with Nasdaq Listing Rule 5635(d), the full issuance of shares of our Common Stock, or such lesser number of shares as the Board of Directors determines, pursuant to the Company's Equity Line of Credit (as defined in the Proxy Statement (the ""ELOC Proposal"")).||-1||-1",HCW Biologics Inc.,,,0,unmatched_left,unmatched
HCW BIOLOGICS INC.,"To approve, for purposes of complying with Nasdaq Listing Rules 5635(c) and 5635(d), the issuance of shares of our Common Stock upon conversion of up to $6,905,000 of principal amount of Senior Secured Notes issued by the Company to certain investors therein, including certain officers, directors and stockholders of the Company, pursuant to the Principal Terms as defined in the Proxy Statement.","2025-03-31||40423R||To approve, for purposes of complying with Nasdaq Listing Rules 5635(c) and 5635(d), the issuance of shares of our Common Stock upon conversion of up to $6,905,000 of principal amount of Senior Secured Notes issued by the Company to certain investors therein, including certain officers, directors and stockholders of the Company, pursuant to the Principal Terms as defined in the Proxy Statement.||-1||-1",HCW Biologics Inc.,,,0,unmatched_left,unmatched
HCW BIOLOGICS INC.,,,HCW Biologics Inc.,Elect Gary M. Winer,52392_1.02,0,unmatched_right,unmatched
"RESHAPE LIFESCIENCES, INC",Approve the share issuance proposal for the equity line of credit under the Nasdaq rules.,2025-04-01||76090R||Approve the share issuance proposal for the equity line of credit under the Nasdaq rules.||-1||-1,ReShape Lifesciences Inc.,Issuance of Common Stock,38092_3,0.7,"Both proposals involve the issuance of stock, with the left proposal specifically addressing share issuance under Nasdaq rules.",gpt_matched
"RESHAPE LIFESCIENCES, INC",Approve the warrant exercise proposal under the Nasdaq rules.,2025-04-01||76090R||Approve the warrant exercise proposal under the Nasdaq rules.||-1||-1,ReShape Lifesciences Inc.,,,0,unmatched_left,unmatched
"RESHAPE LIFESCIENCES, INC",Authorize the Board to effect a reverse stock split.,2025-04-01||76090R||Authorize the Board to effect a reverse stock split.||-1||-1,ReShape Lifesciences Inc.,,,0,unmatched_left,unmatched
"SUNATION ENERGY, INC.","To approve an amendment to our certificate of incorporation to increase the number of authorized shares of common stock, par value of $0.05 per share, from 25,000,000 to 1,000,000,000 (the ""Authorized Share Increase Proposal"").","2025-04-03||72303P||To approve an amendment to our certificate of incorporation to increase the number of authorized shares of common stock, par value of $0.05 per share, from 25,000,000 to 1,000,000,000 (the ""Authorized Share Increase Proposal"").||-1||-1",SUNation Energy Inc.,,,0,unmatched_left,unmatched
"SUNATION ENERGY, INC.",To approve one or more adjournments of the special meeting to a later date or dates to solicit additional proxies if there are insufficient votes to approve any of the proposals at the time of the special meeting.,2025-04-03||72303P||To approve one or more adjournments of the special meeting to a later date or dates to solicit additional proxies if there are insufficient votes to approve any of the proposals at the time of the special meeting.||-1||-1,SUNation Energy Inc.,,,0,unmatched_left,unmatched
"SUNATION ENERGY, INC.","To authorize, for purposes of complying with Nasdaq listing rule 5635(d), the issuance of Warrants, shares of Common Stock underlying the Warrants and certain provisions of the Warrants, issued in connection with an offering and sale of securities of the Company that was consummated on February 27, 2025 (the ""Issuance Proposal"").","2025-04-03||72303P||To authorize, for purposes of complying with Nasdaq listing rule 5635(d), the issuance of Warrants, shares of Common Stock underlying the Warrants and certain provisions of the Warrants, issued in connection with an offering and sale of securities of the Company that was consummated on February 27, 2025 (the ""Issuance Proposal"").||-1||-1",SUNation Energy Inc.,,,0,unmatched_left,unmatched
"SUNATION ENERGY, INC.","To grant discretionary authority to our board of directors to (i) amend our certificate of incorporation to combine outstanding shares of our Common Stock into a lesser number of outstanding shares, or a ""reverse stock split,"" at a specific ratio within a range of one-for-five (1-for-5) to a maximum of a one-for-two hundred (1-for-200); and (ii) effect the reverse stock split, if at all, within one year of the date the proposal is approved by stockholders (the ""Reverse Stock Proposal"").","2025-04-03||72303P||To grant discretionary authority to our board of directors to (i) amend our certificate of incorporation to combine outstanding shares of our Common Stock into a lesser number of outstanding shares, or a ""reverse stock split,"" at a specific ratio within a range of one-for-five (1-for-5) to a maximum of a one-for-two hundred (1-for-200); and (ii) effect the reverse stock split, if at all, within one year of the date the proposal is approved by stockholders (the ""Reverse Stock Proposal"").||-1||-1",SUNation Energy Inc.,,,0,unmatched_left,unmatched
"SUNATION ENERGY, INC.",,,SUNation Energy Inc.,Amendment to the 2022 Equity Incentive Plan,4419_7,0,unmatched_right,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||01||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||02||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||03||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||04||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||05||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||06||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||07||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||08||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||09||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||10||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,Electing No nominee as director,2025-04-04||349853||11||No nominee,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,"Disregard notice, new information and new control number coming soon","2025-04-04||349853||Disregard notice, new information and new control number coming soon||-1||-1",Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,To approve the Company's 2025 Non-Employee Director Stock Plan.,2025-04-04||349853||To approve the Company's 2025 Non-Employee Director Stock Plan.||-1||-1,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,"To approve, on a non-binding, advisory basis, the compensation of the named executive officers (the ""say on pay vote"").","2025-04-04||349853||To approve, on a non-binding, advisory basis, the compensation of the named executive officers (the ""say on pay vote"").||-1||-1",Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,To ratify the appointment of KPMG LLP as the independent registered public accounting firm of the Company for the 2025 fiscal year.,2025-04-04||349853||To ratify the appointment of KPMG LLP as the independent registered public accounting firm of the Company for the 2025 fiscal year.||-1||-1,Forward Air Corporation,,,0,unmatched_left,unmatched
FORWARD AIR CORPORATION,,,Forward Air Corporation,"Elect George S. Mayes, Jr",2038_1.07,0,unmatched_right,unmatched
FORWARD AIR CORPORATION,,,Forward Air Corporation,Elect Javier Polit,2038_1.08,0,unmatched_right,unmatched
FORWARD AIR CORPORATION,,,Forward Air Corporation,Elect Laurie A. Tucker,2038_1.11,0,unmatched_right,unmatched
"CUTERA, INC.","OPT-OUT OF THE RELEASE BY HOLDERS OF CLAIMS AND INTERESTS (FOR=OPT OUT, AGAINST OR ABSTAIN = DO NOT OPT OUT)","2025-04-09||232109||OPT-OUT OF THE RELEASE BY HOLDERS OF CLAIMS AND INTERESTS (FOR=OPT OUT, AGAINST OR ABSTAIN = DO NOT OPT OUT)||-1||-1",Cutera Inc.,,,0,unmatched_left,unmatched
"CUTERA, INC.","VOTE ON THE PLAN (FOR = ACCEPT, AGAINST = REJECT) (ABSTAIN VOTES DO NOT COUNT)","2025-04-09||232109||VOTE ON THE PLAN (FOR = ACCEPT, AGAINST = REJECT) (ABSTAIN VOTES DO NOT COUNT)||-1||-1",Cutera Inc.,,,0,unmatched_left,unmatched
"CUTERA, INC.",,,Cutera Inc.,Repricing of Stock Options,4180_5,0,unmatched_right,unmatched
"CUTERA, INC.",,,Cutera Inc.,Amendment to the 2019 Equity Incentive Plan,4180_4,0,unmatched_right,unmatched
"PETROS PHARMACEUTICALS, INC.","To approve a proposal to adjourn the Special Meeting to a later date or dates, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of any one or more of the foregoing proposals.","2025-04-10||71678J||To approve a proposal to adjourn the Special Meeting to a later date or dates, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of any one or more of the foregoing proposals.||-1||-1","Petros Pharmaceuticals, Inc.",Right to Adjourn Meeting,54551_5,0.8,"Both proposals involve the right to adjourn a meeting, indicating a governance theme related to meeting procedures.",gpt_matched
"PETROS PHARMACEUTICALS, INC.","To approve an amendment to our Amended and Restated Certificate of Incorporation to effect, at the discretion of the Board but prior to the one-year anniversary of the date on which the reverse stock split is approved by the Company's stockholders at the Special Meeting, a reverse stock split of all of the outstanding shares of our Common Stock, at a ratio in the range of 1-for-250 to 1-for-500, with such ratio to be determined by the Board in its discretion and included in a public announcement.","2025-04-10||71678J||To approve an amendment to our Amended and Restated Certificate of Incorporation to effect, at the discretion of the Board but prior to the one-year anniversary of the date on which the reverse stock split is approved by the Company's stockholders at the Special Meeting, a reverse stock split of all of the outstanding shares of our Common Stock, at a ratio in the range of 1-for-250 to 1-for-500, with such ratio to be determined by the Board in its discretion and included in a public announcement.||-1||-1","Petros Pharmaceuticals, Inc.",Reverse Stock Split,54551_4,0.9,"Both proposals address a reverse stock split, making them directly related in terms of corporate actions.",gpt_matched
"PETROS PHARMACEUTICALS, INC.","To approve an amendment to the Company's Amended and Restated Certificate of Incorporation, as amended, to increase the number of our authorized shares of Common Stock from 250,000,000 shares to 7,000,000,000 shares and to make a corresponding change to the number of authorized shares of capital stock.","2025-04-10||71678J||To approve an amendment to the Company's Amended and Restated Certificate of Incorporation, as amended, to increase the number of our authorized shares of Common Stock from 250,000,000 shares to 7,000,000,000 shares and to make a corresponding change to the number of authorized shares of capital stock.||-1||-1","Petros Pharmaceuticals, Inc.",,,0,unmatched_left,unmatched
"PETROS PHARMACEUTICALS, INC.","To approve pursuant to Nasdaq Listing Rule 5635(d), the issuance of common stock underlying Series A and Series B Warrants, including by operation of certain anti-dilution provisions, and including 81,911,262.80 shares underlying 40,000,000 Series A Warrants and 982,935,153.58 shares underlying 40,000,000 Series B Warrants (assuming full exercise of the Warrants at a Floor price of $0.0586 and all Series B Warrants are exercised on the ""zero exercise price"" basis) issued on 2/19/2024.","2025-04-10||71678J||To approve pursuant to Nasdaq Listing Rule 5635(d), the issuance of common stock underlying Series A and Series B Warrants, including by operation of certain anti-dilution provisions, and including 81,911,262.80 shares underlying 40,000,000 Series A Warrants and 982,935,153.58 shares underlying 40,000,000 Series B Warrants (assuming full exercise of the Warrants at a Floor price of $0.0586 and all Series B Warrants are exercised on the ""zero exercise price"" basis) issued on 2/19/2024.||-1||-1","Petros Pharmaceuticals, Inc.",,,0,unmatched_left,unmatched
"PETROS PHARMACEUTICALS, INC.","To approve the Third Amendment to the Petros Pharmaceuticals, Inc. Amended and Restated 2020 Omnibus Incentive Compensation Plan, as amended, to increase the total number of shares of the Company's Common Stock authorized for issuance under such plan by 1,000,000,000, to a total of 1,002,760,000 shares.","2025-04-10||71678J||To approve the Third Amendment to the Petros Pharmaceuticals, Inc. Amended and Restated 2020 Omnibus Incentive Compensation Plan, as amended, to increase the total number of shares of the Company's Common Stock authorized for issuance under such plan by 1,000,000,000, to a total of 1,002,760,000 shares.||-1||-1","Petros Pharmaceuticals, Inc.",,,0,unmatched_left,unmatched
"SERES THERAPEUTICS, INC.",Electing Dennis A. Ausiello as director,2025-04-10||81750R||01||Dennis A. Ausiello,Seres Therapeutics Inc,Elect Dennis A. Ausiello,34015_1.01,1,Both proposals involve the election of Dennis A. Ausiello as a director.,gpt_matched
"SERES THERAPEUTICS, INC.",Electing Willard H. Dere as director,2025-04-10||81750R||02||Willard H. Dere,Seres Therapeutics Inc,Elect Willard H. Dere,34015_1.02,1,Both proposals involve the election of Willard H. Dere as a director.,gpt_matched
"SERES THERAPEUTICS, INC.",Electing Eric D. Shaff as director,2025-04-10||81750R||03||Eric D. Shaff,Seres Therapeutics Inc,Elect Eric D. Shaff,34015_1.03,1,Both proposals involve the election of Eric D. Shaff as a director.,gpt_matched
"SERES THERAPEUTICS, INC.","Approval, on an advisory (non-binding) basis, of the compensation of our named executive officers.","2025-04-10||81750R||Approval, on an advisory (non-binding) basis, of the compensation of our named executive officers.||-1||-1",Seres Therapeutics Inc,Advisory Vote on Executive Compensation,34015_3,0.8,Both proposals relate to the advisory vote on executive compensation.,gpt_matched
"SERES THERAPEUTICS, INC.","Approval of amendments to our Restated Certificate of Incorporation, as amended, to clarify voting requirements to amend the number of shares of authorized common stock and preferred stock.","2025-04-10||81750R||Approval of amendments to our Restated Certificate of Incorporation, as amended, to clarify voting requirements to amend the number of shares of authorized common stock and preferred stock.||-1||-1",Seres Therapeutics Inc,,,0,unmatched_left,unmatched
"SERES THERAPEUTICS, INC.","Approval of amendments to our Restated Certificate of Incorporation, as amended, to effect a reverse stock split.","2025-04-10||81750R||Approval of amendments to our Restated Certificate of Incorporation, as amended, to effect a reverse stock split.||-1||-1",Seres Therapeutics Inc,,,0,unmatched_left,unmatched
"SERES THERAPEUTICS, INC.","Approval of amendments to our Restated Certificate of Incorporation, as amended, to eliminate supermajority voting requirements.","2025-04-10||81750R||Approval of amendments to our Restated Certificate of Incorporation, as amended, to eliminate supermajority voting requirements.||-1||-1",Seres Therapeutics Inc,,,0,unmatched_left,unmatched
"SERES THERAPEUTICS, INC.","Approval of an adjournment of the Annual Meeting, if necessary, to solicit additional proxies if there are not sufficient votes at the time of the Annual Meeting to approve Proposals 5, 6 or 7.","2025-04-10||81750R||Approval of an adjournment of the Annual Meeting, if necessary, to solicit additional proxies if there are not sufficient votes at the time of the Annual Meeting to approve Proposals 5, 6 or 7.||-1||-1",Seres Therapeutics Inc,,,0,unmatched_left,unmatched
"SERES THERAPEUTICS, INC.","Approval of the Seres Therapeutics, Inc. 2025 Incentive Award Plan as an amendment and restatement of the Seres Therapeutics, Inc. 2015 Incentive Award Plan, which is scheduled to expire in 2025.","2025-04-10||81750R||Approval of the Seres Therapeutics, Inc. 2025 Incentive Award Plan as an amendment and restatement of the Seres Therapeutics, Inc. 2015 Incentive Award Plan, which is scheduled to expire in 2025.||-1||-1",Seres Therapeutics Inc,,,0,unmatched_left,unmatched
"SERES THERAPEUTICS, INC.","Ratification of the appointment of PricewaterhouseCoopers LLP as our independent registered public accounting firm for the fiscal year ending December 31, 2025.","2025-04-10||81750R||Ratification of the appointment of PricewaterhouseCoopers LLP as our independent registered public accounting firm for the fiscal year ending December 31, 2025.||-1||-1",Seres Therapeutics Inc,,,0,unmatched_left,unmatched
"XWELL, INC.","To approve an amendment to the Company's Amended and Restated Certificate of Incorporation to classify the Board of Directors into two classes, with the directors in each class to serve staggered two-year terms.","2025-04-10||98420U||To approve an amendment to the Company's Amended and Restated Certificate of Incorporation to classify the Board of Directors into two classes, with the directors in each class to serve staggered two-year terms.||-1||-1","XWELL, Inc.",Adoption of Classified Board,25976_2,0.9,"Both proposals involve the classification of the Board of Directors, indicating a governance structure change.",gpt_matched
"XWELL, INC.","To approve an amendment to the XWELL, Inc. 2020 Equity Incentive Plan (as amended, the ""2020 Plan"") to (i) increase the aggregate number of shares of Common Stock reserved for issuance under the 2020 Plan by 2,500,000 shares to a total of 3,125,000 shares and (ii) increase the maximum number of shares of Common Stock subject to awards granted during a single fiscal year to any director who is not an employee or consultant during the fiscal year to $750,000.","2025-04-10||98420U||To approve an amendment to the XWELL, Inc. 2020 Equity Incentive Plan (as amended, the ""2020 Plan"") to (i) increase the aggregate number of shares of Common Stock reserved for issuance under the 2020 Plan by 2,500,000 shares to a total of 3,125,000 shares and (ii) increase the maximum number of shares of Common Stock subject to awards granted during a single fiscal year to any director who is not an employee or consultant during the fiscal year to $750,000.||-1||-1","XWELL, Inc.",Amendment to the 2020 Equity Incentive Plan,25976_3,0.7,"Both proposals pertain to the 2020 Equity Incentive Plan, focusing on amendments related to equity compensation.",gpt_matched
"XWELL, INC.","To adjourn the Special Meeting to a later date or dates, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of the proposals at the Special Meeting.","2025-04-10||98420U||To adjourn the Special Meeting to a later date or dates, if necessary or appropriate, to permit further solicitation and vote of proxies in the event that there are insufficient votes for, or otherwise in connection with, the approval of the proposals at the Special Meeting.||-1||-1","XWELL, Inc.",,,0,unmatched_left,unmatched
"XWELL, INC.","To authorize, for purposes of complying with Nasdaq Listing Rule 5635(d), the issuance of shares of the Company's common stock, underlying shares of Series G convertible preferred stock, Series A warrants & Series B warrants issued by the Company pursuant to that certain Securities Purchase Agreement, dated as of 1/14/2025, by & among the Company & the investors named therein, in an amount equal to or in excess of 20% of the Company's Common Stock outstanding immediately prior to the issuance of the Series G Preferred Stock and warrants.","2025-04-10||98420U||To authorize, for purposes of complying with Nasdaq Listing Rule 5635(d), the issuance of shares of the Company's common stock, underlying shares of Series G convertible preferred stock, Series A warrants & Series B warrants issued by the Company pursuant to that certain Securities Purchase Agreement, dated as of 1/14/2025, by & among the Company & the investors named therein, in an amount equal to or in excess of 20% of the Company's Common Stock outstanding immediately prior to the issuance of the Series G Preferred Stock and warrants.||-1||-1","XWELL, Inc.",,,0,unmatched_left,unmatched
"XWELL, INC.","To ratify the selection of CBIZ CPAs P.C. as the Company's independent registered public accounting firm for the fiscal year ending December 31, 2025.","2025-04-10||98420U||To ratify the selection of CBIZ CPAs P.C. as the Company's independent registered public accounting firm for the fiscal year ending December 31, 2025.||-1||-1","XWELL, Inc.",,,0,unmatched_left,unmatched
MICROBOT MEDICAL INC.,"To approve an amendment to the Company's Certificate of Incorporation, as amended and/or restated from time to time (the ""Certificate of Incorporation""), to increase the total number of shares of common stock authorized for issuance (the ""Increase Proposal"").","2025-04-11||59503A||To approve an amendment to the Company's Certificate of Incorporation, as amended and/or restated from time to time (the ""Certificate of Incorporation""), to increase the total number of shares of common stock authorized for issuance (the ""Increase Proposal"").||-1||-1",Microbot Medical Inc,,,0,unmatched_left,unmatched
MICROBOT MEDICAL INC.,"To approve one or more adjournments of the Special Meeting, if necessary or appropriate, to solicit additional proxies in favor of the Issuance Proposal and/or the Increase Proposal, if there are not sufficient votes at the Special Meeting to approve and adopt the Issuance Proposal or the Increase Proposal.","2025-04-11||59503A||To approve one or more adjournments of the Special Meeting, if necessary or appropriate, to solicit additional proxies in favor of the Issuance Proposal and/or the Increase Proposal, if there are not sufficient votes at the Special Meeting to approve and adopt the Issuance Proposal or the Increase Proposal.||-1||-1",Microbot Medical Inc,,,0,unmatched_left,unmatched
MICROBOT MEDICAL INC.,"To approve the issuance of Series I preferred investment options and placement agent options issued in connection therewith, and shares of common stock underlying such options, issued in connection with an offering and sale of securities of the Company that was consummated on February 11, 2025, for purposes of complying with Nasdaq listing rule 5635(d) and satisfying our contractual obligations to the holders of such options (the ""Issuance Proposal"").","2025-04-11||59503A||To approve the issuance of Series I preferred investment options and placement agent options issued in connection therewith, and shares of common stock underlying such options, issued in connection with an offering and sale of securities of the Company that was consummated on February 11, 2025, for purposes of complying with Nasdaq listing rule 5635(d) and satisfying our contractual obligations to the holders of such options (the ""Issuance Proposal"").||-1||-1",Microbot Medical Inc,,,0,unmatched_left,unmatched
MICROBOT MEDICAL INC.,,,Microbot Medical Inc,Amendment to the 2020 Omnibus Performance Award Plan,4691_2,0,unmatched_right,unmatched
"ESSA BANCORP, INC.","Approval of an advisory (non-binding) basis, specified compensation that may become payable to the named executive officers of ESSA in connection with the merger.","2025-04-15||29667D||Approval of an advisory (non-binding) basis, specified compensation that may become payable to the named executive officers of ESSA in connection with the merger.||-1||-1",ESSA Bancorp Inc.,Advisory Vote on Golden Parachutes,4203_2,0.8,"Both proposals involve advisory votes related to executive compensation, specifically addressing potential payouts to executives.",gpt_matched
"ESSA BANCORP, INC.","Approval of one or more adjournments of the ESSA special meeting, if necessary, to permit further solicitation of proxies if there are insufficient votes at the time of the special meeting, or at an adjournment or postponement of that meeting, to approve the ESSA merger proposal.","2025-04-15||29667D||Approval of one or more adjournments of the ESSA special meeting, if necessary, to permit further solicitation of proxies if there are insufficient votes at the time of the special meeting, or at an adjournment or postponement of that meeting, to approve the ESSA merger proposal.||-1||-1",ESSA Bancorp Inc.,,,0,unmatched_left,unmatched
"ESSA BANCORP, INC.","Approval of the Agreement and Plan of Merger, by and among CNB Financial Corporation, a Pennsylvania corporation, CNB Bank, a Pennsylvania-chartered nonmember bank (""CNB Bank"") and wholly owned subsidiary of CNB, ESSA, and ESSA Bank & Trust, a Pennsylvania-chartered stock savings bank (""ESSA Bank"") and wholly-owned subsidiary of ESSA, dated as of 1/9/25, pursuant to which (i) ESSA will merge with & into CNB, with CNB as surviving entity, and (ii) ESSA Bank will merge with and into CNB Bank, with CNB Bank as the surviving entity (""ESSA merger proposal"").","2025-04-15||29667D||Approval of the Agreement and Plan of Merger, by and among CNB Financial Corporation, a Pennsylvania corporation, CNB Bank, a Pennsylvania-chartered nonmember bank (""CNB Bank"") and wholly owned subsidiary of CNB, ESSA, and ESSA Bank & Trust, a Pennsylvania-chartered stock savings bank (""ESSA Bank"") and wholly-owned subsidiary of ESSA, dated as of 1/9/25, pursuant to which (i) ESSA will merge with & into CNB, with CNB as surviving entity, and (ii) ESSA Bank will merge with and into CNB Bank, with CNB Bank as the surviving entity (""ESSA merger proposal"").||-1||-1",ESSA Bancorp Inc.,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Approve an amendment to the Company's certificate of incorporation to delete the waiver of Section 203 of the Delaware General Corporation Law.,2025-04-15||53115L||Approve an amendment to the Company's certificate of incorporation to delete the waiver of Section 203 of the Delaware General Corporation Law.||-1||-1,Liberty Energy Inc,Amend Certificate of Incorporation to Delete Waiver of Section 203 of the Delaware General Corporation Law,42691_8,0.9,Both proposals involve amending the certificate of incorporation to address the waiver of Section 203 of the Delaware General Corporation Law.,gpt_matched
LIBERTY ENERGY INC.,Electing Peter A. Dea as director,2025-04-15||53115L||01||Peter A. Dea,Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Electing William F. Kimble as director,2025-04-15||53115L||02||William F. Kimble,Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Electing James R. McDonald as director,2025-04-15||53115L||03||James R. McDonald,Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Advisory vote to approve the compensation of the Company's named executive officers.,2025-04-15||53115L||Advisory vote to approve the compensation of the Company's named executive officers.||-1||-1,Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Approve an amendment to the Company's certificate of incorporation to declassify the board of directors.,2025-04-15||53115L||Approve an amendment to the Company's certificate of incorporation to declassify the board of directors.||-1||-1,Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Approve an amendment to the Company's certificate of incorporation to limit the liability of certain officers.,2025-04-15||53115L||Approve an amendment to the Company's certificate of incorporation to limit the liability of certain officers.||-1||-1,Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,"Approve an amendment to the Company's certificate of incorporation to remove the 66 2/3% supermajority vote requirements to amend, alter, or repeal the Company's certificate of incorporation and bylaws and to remove directors from office.","2025-04-15||53115L||Approve an amendment to the Company's certificate of incorporation to remove the 66 2/3% supermajority vote requirements to amend, alter, or repeal the Company's certificate of incorporation and bylaws and to remove directors from office.||-1||-1",Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Approve miscellaneous amendments to clarify and update the Company's certificate of incorporation.,2025-04-15||53115L||Approve miscellaneous amendments to clarify and update the Company's certificate of incorporation.||-1||-1,Liberty Energy Inc,,,0,unmatched_left,unmatched
LIBERTY ENERGY INC.,Ratification of appointment of the Company's independent registered public accounting firm.,2025-04-15||53115L||Ratification of appointment of the Company's independent registered public accounting firm.||-1||-1,Liberty Energy Inc,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.","To approve, on an advisory basis, the 2024 compensation of the Company's named executive officers as described in the Proxy Statement;","2025-04-15||88224Q||To approve, on an advisory basis, the 2024 compensation of the Company's named executive officers as described in the Proxy Statement;||-1||-1",Texas Capital Bancshares Inc.,Advisory Vote to Ratify Named Executive Officers' Compensation,1626_3,0.8,"Both proposals relate to the compensation of executive officers, with the left proposal being an advisory vote on compensation and the right proposal being an advisory vote to ratify that compensation.",gpt_matched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Charles S. Hyle,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Charles S. Hyle||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Dale W. Tremblay,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Dale W. Tremblay||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: David S. Huntley,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: David S. Huntley||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Elysia Holt Ragusa,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Elysia Holt Ragusa||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Jonathan E. Baliff,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Jonathan E. Baliff||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
"TEXAS CAPITAL BANCSHARES, INC.",Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Laura L. Whitley,2025-04-15||88224Q||Election of Director to serve until the next annual meeting of stockholders or until their successors are elected and qualified: Laura L. Whitley||-1||-1,Texas Capital Bancshares Inc.,,,0,unmatched_left,unmatched
